-6.3,18.3
-6.2,18.4
-6.0,18.4
-5.9,18.5
-5.8,18.6
-5.7,18.7
-5.6,18.8
-5.4,18.9
-5.3,18.9
-5.2,19.0
-5.1,19.1
-5.0,19.2
-4.9,19.3
-4.7,19.4
-4.6,19.5
-4.5,19.5
-4.4,19.6
-4.2,19.7
-4.1,19.8
-4.0,19.9
-3.9,20.0
-3.8,20.1
-3.7,20.1
-3.5,20.2
-3.4,20.3
-3.3,20.4
-3.2,20.5
-3.1,20.6
-2.9,20.6
-2.8,20.7
-2.7,20.8
-2.6,20.9
-2.5,21.0
-2.4,21.1
-2.3,21.1
-2.1,21.2
-2.0,21.3
-1.9,21.4
-1.8,21.5
-1.7,21.5
-1.5,21.6
-1.4,21.7
-1.3,21.8
-1.2,21.9
-1.1,22.0
-1.0,22.1
-0.8,22.1
-0.7,22.2
-0.6,22.3
-0.5,22.4
-0.4,22.5
-0.3,22.6
-0.2,22.6
-0.0,22.7
0.1,22.8
0.2,22.9
0.3,23.0
0.4,23.0
0.6,23.1
0.7,23.2
0.8,23.3
0.9,23.4
1.0,23.5
1.1,23.5
1.3,23.6
1.4,23.7
1.5,23.8
1.6,23.9
1.8,24.0
1.9,24.0
2.0,24.1
2.1,24.2
2.2,24.3
2.3,24.4
2.5,24.5
2.6,24.6
2.7,24.6
2.8,24.7
2.9,24.8
3.0,24.9
3.1,25.0
3.3,25.1
3.4,25.1
3.5,25.2
3.6,25.3
3.7,25.4
3.9,25.5
4.0,25.5
4.1,25.6
4.2,25.7
4.3,25.8
4.4,25.9
4.5,26.0
4.7,26.1
4.8,26.1
4.9,26.2
5.0,26.3
5.1,26.4
5.3,26.5
5.4,26.6
5.5,26.6
5.6,26.7
5.7,26.8
5.8,26.9
6.0,27.0
6.1,27.1
6.2,27.1
6.3,27.2
6.4,27.3
6.5,27.4
6.6,27.5
6.8,27.6
6.9,27.6
7.0,27.7
7.1,27.8
7.2,27.9
7.3,28.0
7.5,28.1
7.6,28.1
7.7,28.2
7.8,28.3
7.9,28.4
8.0,28.5
8.2,28.6
8.3,28.7
8.4,28.7
8.5,28.8
8.6,28.9
8.7,29.0
8.9,29.1
9.0,29.2
9.1,29.3
9.2,29.3
9.3,29.4
9.4,29.5
9.5,29.6
9.7,29.7
9.8,29.8
9.9,29.8
10.0,29.9
10.1,30.0
10.2,30.1
10.4,30.2
10.5,30.3
10.6,30.4
10.7,30.5
10.8,30.5
10.9,30.6
11.1,30.7
11.2,30.8
11.3,30.9
11.4,31.0
11.5,31.1
11.7,31.2
11.8,31.2
11.9,31.3
12.0,31.4
12.1,31.5
12.2,31.6
12.4,31.7
12.5,31.8
12.6,31.9
12.7,31.9
12.8,32.0
12.9,32.1
13.0,32.2
13.2,32.3
13.3,32.4
13.4,32.5
13.5,32.6
13.6,32.6
13.7,32.8
13.8,32.8
14.0,32.9
14.1,33.0
14.2,33.1
14.3,33.2
14.4,33.3
14.5,33.4
14.7,33.5
14.8,33.6
14.9,33.6
15.0,33.7
15.1,33.8
15.2,33.9
15.4,34.0
15.5,34.1
15.6,34.2
15.7,34.3
15.8,34.4
15.9,34.5
16.0,34.5
16.2,34.6
16.3,34.7
16.4,34.8
16.5,34.9
16.6,35.0
16.7,35.1
16.8,35.2
16.9,35.3
17.1,35.4
17.2,35.5
17.3,35.5
17.4,35.6
17.5,35.7
17.6,35.8
17.8,35.9
17.9,36.0
18.0,36.1
18.1,36.2
18.2,36.3
18.3,36.4
18.4,36.5
18.5,36.6
18.7,36.7
18.8,36.8
18.9,36.9
19.0,37.0
19.1,37.0
19.2,37.1
19.3,37.2
19.4,37.3
19.6,37.4
19.7,37.5
19.8,37.6
19.9,37.7
20.0,37.8
20.1,37.9
20.2,38.0
20.3,38.1
20.5,38.2
