-1.4,34.7
-1.5,34.7
-1.5,34.7
-1.5,34.7
-1.5,34.8
-1.5,34.8
-1.5,34.8
-1.6,34.8
-1.6,34.8
-1.6,34.8
-1.6,34.8
-1.6,34.8
-1.7,34.9
-1.7,34.9
-1.7,34.9
-1.7,34.9
-1.7,34.9
-1.7,34.9
-1.8,34.9
-1.8,34.9
-1.8,35.0
-1.8,35.0
-1.8,35.0
-1.9,35.0
-1.9,35.0
-1.9,35.0
-1.9,35.0
-1.9,35.0
-1.9,35.1
-2.0,35.1
-2.0,35.1
-2.0,35.1
-2.0,35.1
-2.0,35.1
-2.1,35.1
-2.1,35.2
-2.1,35.2
-2.1,35.2
-2.1,35.2
-2.1,35.2
-2.2,35.2
-2.2,35.2
-2.2,35.2
-2.2,35.3
-2.2,35.3
-2.3,35.3
-2.3,35.3
-2.3,35.3
-2.3,35.3
-2.3,35.3
-2.3,35.3
-2.4,35.4
-2.4,35.4
-2.4,35.4
-2.4,35.4
-2.4,35.4
-2.5,35.4
-2.5,35.4
-2.5,35.4
-2.5,35.5
-2.5,35.5
-2.5,35.5
-2.6,35.5
-2.6,35.5
-2.6,35.5
-2.6,35.5
-2.6,35.6
-2.7,35.6
-2.7,35.6
-2.7,35.6
-2.7,35.6
-2.7,35.6
-2.7,35.6
-2.8,35.6
-2.8,35.7
-2.8,35.7
-2.8,35.7
-2.8,35.7
-2.9,35.7
-2.9,35.7
-2.9,35.7
-2.9,35.7
-2.9,35.8
-2.9,35.8
-3.0,35.8
-3.0,35.8
-3.0,35.8
-3.0,35.8
-3.0,35.8
-3.1,35.8
-3.1,35.9
-3.1,35.9
-3.1,35.9
-3.1,35.9
-3.1,35.9
-3.2,35.9
-3.2,35.9
-3.2,36.0
-3.2,36.0
-3.2,36.0
-3.3,36.0
-3.3,36.0
-3.3,36.0
-3.3,36.0
-3.3,36.0
-3.3,36.1
-3.4,36.1
-3.4,36.1
-3.4,36.1
-3.4,36.1
-3.4,36.1
-3.4,36.1
-3.5,36.1
-3.5,36.2
-3.5,36.2
-3.5,36.2
-3.5,36.2
-3.6,36.2
-3.6,36.2
-3.6,36.2
-3.6,36.2
-3.6,36.3
-3.6,36.3
-3.7,36.3
-3.7,36.3
-3.7,36.3
-3.7,36.3
-3.7,36.3
-3.7,36.3
-3.8,36.4
-3.8,36.4
-3.8,36.4
-3.8,36.4
-3.8,36.4
-3.9,36.4
-3.9,36.4
-3.9,36.5
-3.9,36.5
-3.9,36.5
-4.0,36.5
-4.0,36.5
-4.0,36.5
-4.0,36.5
-4.0,36.5
-4.0,36.6
-4.1,36.6
-4.1,36.6
-4.1,36.6
-4.1,36.6
-4.1,36.6
-4.2,36.6
-4.2,36.6
-4.2,36.7
-4.2,36.7
-4.2,36.7
-4.2,36.7
-4.3,36.7
-4.3,36.7
-4.3,36.7
-4.3,36.8
-4.3,36.8
-4.4,36.8
-4.4,36.8
-4.4,36.8
-4.4,36.8
-4.4,36.8
-4.4,36.8
-4.5,36.9
-4.5,36.9
-4.5,36.9
-4.5,36.9
-4.5,36.9
-4.6,36.9
-4.6,36.9
-4.6,36.9
-4.6,37.0
-4.6,37.0
-4.6,37.0
-4.7,37.0
-4.7,37.0
-4.7,37.0
-4.7,37.0
-4.7,37.1
-4.8,37.1
-4.8,37.1
-4.8,37.1
-4.8,37.1
-4.8,37.1
-4.8,37.1
-4.9,37.1
-4.9,37.2
-4.9,37.2
-4.9,37.2
-4.9,37.2
-5.0,37.2
-5.0,37.2
-5.0,37.2
-5.0,37.2
-5.0,37.3
-5.0,37.3
-5.1,37.3
-5.1,37.3
-5.1,37.3
-5.1,37.3
-5.1,37.3
-5.2,37.4
-5.2,37.4
-5.2,37.4
-5.2,37.4
-5.2,37.4
-5.2,37.4
-5.3,37.4
-5.3,37.4
-5.3,37.5
-5.3,37.5
-5.3,37.5
-5.4,37.5
-5.4,37.5
-5.4,37.5
-5.4,37.5
-5.4,37.5
-5.4,37.6
-5.5,37.6
-5.5,37.6
-5.5,37.6
-5.5,37.6
-5.5,37.6
-5.5,37.6
-5.6,37.6
-5.6,37.7
-5.6,37.7
-5.6,37.7
-5.6,37.7
-5.7,37.7
-5.7,37.7
-5.7,37.7
-5.7,37.8
-5.7,37.8
-5.7,37.8
-5.8,37.8
-5.8,37.8
-5.8,37.8
-5.8,37.8
-5.8,37.8
-5.9,37.9
-5.9,37.9
-5.9,37.9
-5.9,37.9
-5.9,37.9
-6.0,37.9
-6.0,37.9
-6.0,37.9
-6.0,38.0
-6.0,38.0
-6.0,38.0
-6.1,38.0
-6.1,38.0
-6.1,38.0
-6.1,38.0
-6.1,38.1
-6.2,38.1
-6.2,38.1
-6.2,38.1
-6.2,38.1
-6.2,38.1
-6.2,38.1
-6.3,38.1
-6.3,38.2
-6.3,38.2
-6.3,38.2
-6.3,38.2
-6.4,38.2
-6.4,38.2
-6.4,38.2
-6.4,38.3
-6.4,38.3
-6.4,38.3
-6.5,38.3
-6.5,38.3
-6.5,38.3
-6.5,38.3
-6.5,38.3
-6.6,38.4
-6.6,38.4
-6.6,38.4
-6.6,38.4
-6.6,38.4
-6.6,38.4
-6.7,38.4
-6.7,38.5
-6.7,38.5
-6.7,38.5
-6.7,38.5
-6.8,38.5
-6.8,38.5
-6.8,38.5
-6.8,38.5
-6.8,38.6
-6.9,38.6
-6.9,38.6
-6.9,38.6
-6.9,38.6
-6.9,38.6
-6.9,38.6
-7.0,38.7
-7.0,38.7
-7.0,38.7
-7.0,38.7
-7.0,38.7
-7.0,38.7
